,state,pc_name,candidate,sex,age,category,party,general_votes,postal_votes,total_votes,total_electors,margin,margin_difference
4901,Sikkim,Sikkim,DEK BAHADUR KATWAL,MALE,42.0,GENERAL,SDF,149158,5331,154489,434128,-12433,
4902,Sikkim,Sikkim,INDRA HANG SUBBA,MALE,30.0,GENERAL,SKM,161143,5779,166922,434128,0,
4913,Tamil Nadu,Thiruvallur ,Dr.P.Venugopal,MALE,66.0,SC,ADMK,409274,1063,410337,1946870,-356955,
4914,Tamil Nadu,Thiruvallur ,Dr.K.Jayakumar,MALE,69.0,SC,INC,764093,3199,767292,1946870,0,
4933,Tamil Nadu,Chennai North,ALAGAAPURAM R. MOHANRAJ,MALE,65.0,GENERAL,DMDK,129076,392,129468,1487681,-461518,
4934,Tamil Nadu,Chennai North,Dr. KALANIDHI VEERASWAMY,MALE,49.0,GENERAL,DMK,589034,1952,590986,1487681,0,
4958,Tamil Nadu,Chennai South,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,FEMALE,56.0,GENERAL,DMK,563240,1632,564872,1973533,0,
4959,Tamil Nadu,Chennai South,Dr.J.JAYAVARDHAN,MALE,31.0,GENERAL,ADMK,302152,497,302649,1973533,-262223,
4998,Tamil Nadu,Chennai central,DAYANIDHI MARAN,MALE,52.0,GENERAL,DMK,447150,1761,448911,1332300,0,
5005,Tamil Nadu,Chennai central,SAM PAUL. S.R.,MALE,41.0,GENERAL,PMK,146813,578,147391,1332300,-301520,
5031,Tamil Nadu,Sriperumbudur,Baalu.T.R.,MALE,77.0,GENERAL,DMK,790750,2531,793281,2253448,0,
5036,Tamil Nadu,Sriperumbudur,Vaithilingam A,MALE,49.0,GENERAL,PMK,284673,653,285326,2253448,-507955,
5050,Tamil Nadu,Kancheepuram ,Selvam.G,MALE,44.0,SC,DMK,680087,3917,684004,1643992,0,
5052,Tamil Nadu,Kancheepuram ,Maragatham K,FEMALE,36.0,SC,ADMK,396432,940,397372,1643992,-286632,
5063,Tamil Nadu,Arakkonam,S. JAGATHRAKSHAKAN,MALE,71.0,GENERAL,DMK,666688,5502,672190,1500016,0,
5066,Tamil Nadu,Arakkonam,A.K. MOORTHY,MALE,55.0,GENERAL,PMK,341527,1707,343234,1500016,-328956,
5083,Tamil Nadu,Vellore,D.M.KATHIR ANAND,MALE,43.0,GENERAL,DMK,484980,360,485340,1438643,0,
5084,Tamil Nadu,Vellore,A.C.SHANMUGAM,MALE,67.0,GENERAL,ADMK,476690,509,477199,1438643,-8141,
5111,Tamil Nadu,Krishnagiri,Dr.A.CHELLAKUMAR,MALE,58.0,GENERAL,INC,609396,1902,611298,1530404,0,
5112,Tamil Nadu,Krishnagiri,K.P.MUNUSAMY,MALE,67.0,GENERAL,ADMK,453388,1145,454533,1530404,-156765,
5128,Tamil Nadu,Dharmapuri,DNV SENTHILKUMAR. S.,MALE,41.0,GENERAL,DMK,568310,6678,574988,1485804,0,
5130,Tamil Nadu,Dharmapuri,ANBUMANI RAMADOSS,MALE,50.0,GENERAL,PMK,501013,3222,504235,1485804,-70753,
5143,Tamil Nadu,Tiruvannamalai,ANNADURAI C N,MALE,45.0,GENERAL,DMK,661719,4553,666272,1473862,0,
5144,Tamil Nadu,Tiruvannamalai,AGRI KRISHNAMURTHY S S,MALE,59.0,GENERAL,ADMK,360256,1829,362085,1473862,-304187,
5169,Tamil Nadu,Arani,ELUMALAI V,MALE,63.0,GENERAL,ADMK,385294,1660,386954,1449150,-230806,
5171,Tamil Nadu,Arani,VISHNU PRASAD M K,MALE,46.0,GENERAL,INC,613390,4370,617760,1449150,0,
5186,Tamil Nadu,Viluppuram,RAVIKUMAR D,MALE,58.0,SC,DMK,556675,2910,559585,1444335,0,
5191,Tamil Nadu,Viluppuram,VADIVEL RAVANAN S,MALE,66.0,SC,PMK,430091,1426,431517,1444335,-128068,
5199,Tamil Nadu,Kallakurichi,Gautham Sigamani Pon,MALE,44.0,GENERAL,DMK,716961,4752,721713,1528938,0,
5201,Tamil Nadu,Kallakurichi,Sudhish L K,MALE,51.0,GENERAL,DMDK,321004,790,321794,1528938,-399919,
5225,Tamil Nadu,Salem,SARAVANAN.K.R.S,MALE,44.0,GENERAL,ADMK,458118,1258,459376,1612512,-146926,
5226,Tamil Nadu,Salem,PARTHIBAN.S.R,MALE,49.0,GENERAL,DMK,602453,3849,606302,1612512,0,
5247,Tamil Nadu,Namakkal,KALIAPPAN P,MALE,70.0,GENERAL,ADMK,360541,601,361142,1413599,-265151,
5248,Tamil Nadu,Namakkal,CHINRAJ A.K.P,MALE,54.0,GENERAL,DMK,623370,2923,626293,1413599,0,
5277,Tamil Nadu,Erode,GANESHAMURTHI A,MALE,72.0,GENERAL,DMK,558929,4662,563591,1462246,0,
5279,Tamil Nadu,Erode,MANIMARAN G,MALE,52.0,GENERAL,ADMK,352330,643,352973,1462246,-210618,
5299,Tamil Nadu,Tiruppur,"ANANDAN, M.S.M.",MALE,56.0,GENERAL,ADMK,414782,575,415357,1530014,-93368,
5300,Tamil Nadu,Tiruppur,"SUBBARAYAN, K.",MALE,71.0,GENERAL,CPI,505793,2932,508725,1530014,0,
5312,Tamil Nadu,Nilgiris ,"RAJA, A.",MALE,55.0,SC,DMK,545463,2369,547832,1366060,0,
5313,Tamil Nadu,Nilgiris ,"THIYAGARAJAN, M.",MALE,59.0,SC,ADMK,341649,360,342009,1366060,-205823,
5322,Tamil Nadu,Coimbatore,RADHAKRISHNAN. C.P,MALE,61.0,GENERAL,BJP,390823,1184,392007,1958904,-179143,
5324,Tamil Nadu,Coimbatore,NATARAJAN. P.R,MALE,68.0,GENERAL,CPIM,567741,3409,571150,1958904,0,
5338,Tamil Nadu,Pollachi,SHANMUGA SUNDARAM. K,MALE,49.0,GENERAL,DMK,550905,3325,554230,1520504,0,
5339,Tamil Nadu,Pollachi,MAHENDRAN. C,MALE,47.0,GENERAL,ADMK,377546,801,378347,1520504,-175883,
5353,Tamil Nadu,Dindigul,"VELUSAMY, P.",MALE,52.0,GENERAL,DMK,743813,2710,746523,1541881,0,
5357,Tamil Nadu,Dindigul,"JOTHIMUTHU, K.",MALE,48.0,GENERAL,PMK,206782,769,207551,1541881,-538972,
5375,Tamil Nadu,Karur,Thambidurai M,MALE,73.0,GENERAL,ADMK,274455,696,275151,1387286,-420546,
5376,Tamil Nadu,Karur,Jothimani S,FEMALE,43.0,GENERAL,INC,691518,4179,695697,1387286,0,
5417,Tamil Nadu,Tiruchirappalli,DR.Elangovan. V,MALE,70.0,GENERAL,DMDK,161379,620,161999,1508963,-459286,
5418,Tamil Nadu,Tiruchirappalli,Thirunavukkarasar. SU,MALE,69.0,GENERAL,INC,615667,5618,621285,1508963,0,
5442,Tamil Nadu,Perambalur,"SIVAPATHY, N.R",MALE,55.0,GENERAL,ADMK,279439,740,280179,1391853,-403518,
5443,Tamil Nadu,Perambalur,"Dr.PAARIVENDHAR, T. R",MALE,77.0,GENERAL,DMK,677005,6692,683697,1391853,0,
5462,Tamil Nadu,Cuddalore ,T. R. V .S. RAMESH,MALE,48.0,GENERAL,DMK,519594,2566,522160,1364038,0,
5466,Tamil Nadu,Cuddalore ,Dr. R. GOVINDASAMY,MALE,69.0,GENERAL,PMK,376628,1549,378177,1364038,-143983,
5484,Tamil Nadu,Chidambaram ,CHANDRASEKAR P,MALE,46.0,SC,ADMK,495432,1578,497010,1480222,-3219,
5487,Tamil Nadu,Chidambaram ,THIRUMAAVALAVAN THOL,MALE,56.0,SC,VCK,498401,1828,500229,1480222,0,
5498,Tamil Nadu,Mayiladuthurai,ASAIMANI. S,MALE,64.0,GENERAL,ADMK,337448,530,337978,1484842,-261314,
5499,Tamil Nadu,Mayiladuthurai,RAMALINGAM. S,MALE,74.0,GENERAL,DMK,595845,3447,599292,1484842,0,
5527,Tamil Nadu,Nagapattinam ,SARAVANAN M,MALE,41.0,SC,ADMK,311014,525,311539,1303649,-211353,
5528,Tamil Nadu,Nagapattinam ,SELVARAJ M,MALE,63.0,SC,CPI,519596,3296,522892,1303649,0,
5542,Tamil Nadu,Thanjavur,"PALANIMANICKAM,S.S.",MALE,68.0,GENERAL,DMK,583621,5357,588978,1461052,0,
5546,Tamil Nadu,Thanjavur,"NATARAJAN,N.R .",MALE,52.0,GENERAL,TMC(M),220417,432,220849,1461052,-368129,
5555,Tamil Nadu,Sivaganga,KARTI P CHIDAMBARAM,MALE,47.0,GENERAL,INC,564002,2102,566104,1552019,0,
5557,Tamil Nadu,Sivaganga,H.RAJA,MALE,61.0,GENERAL,BJP,233295,565,233860,1552019,-332244,
5583,Tamil Nadu,Madurai,RAJ SATYEN V.V.R,MALE,36.0,GENERAL,ADMK,307033,647,307680,1539026,-139395,
5584,Tamil Nadu,Madurai,VENKATESAN S,MALE,49.0,GENERAL,CPIM,444152,2923,447075,1539026,0,
5611,Tamil Nadu,Theni ,"ELANGOVAN, E.V.K.S.",MALE,70.0,GENERAL,INC,425785,2335,428120,1561040,-76693,
5612,Tamil Nadu,Theni ,"RAVEENDRANATH KUMAR, P",MALE,39.0,GENERAL,ADMK,503459,1354,504813,1561040,0,
5641,Tamil Nadu,Virudhunagar,"ALAGARSAMY, R.",MALE,47.0,GENERAL,DMDK,315055,1274,316329,1484256,-154554,
5643,Tamil Nadu,Virudhunagar,"MANICKAM TAGORE, B.",MALE,44.0,GENERAL,INC,464667,6216,470883,1484256,0,
5670,Tamil Nadu,Ramanathapuram,NAINAR NAGENTHRAN,MALE,59.0,GENERAL,BJP,341304,1517,342821,1559740,-127122,
5673,Tamil Nadu,Ramanathapuram,K. NAVASKANI,MALE,39.0,GENERAL,IUML,467585,2358,469943,1559740,0,
5694,Tamil Nadu,Thoothukkudi,KANIMOZHI KARUNANIDHI,FEMALE,51.0,GENERAL,DMK,560345,2798,563143,1427783,0,
5696,Tamil Nadu,Thoothukkudi,DR. TAMILISAI SOUNDARARAJAN,FEMALE,57.0,GENERAL,BJP,214497,1437,215934,1427783,-347209,
5732,Tamil Nadu,Tenkasi ,Dr.KRISHNASAMY.K,MALE,66.0,SC,ADMK,353735,1654,355389,1492317,-120767,
5733,Tamil Nadu,Tenkasi ,DHANUSH.M.KUMAR,MALE,44.0,SC,DMK,470346,5810,476156,1492317,0,
5759,Tamil Nadu,Tirunelveli,GNANATHIRAVIAM S,MALE,54.0,GENERAL,DMK,517589,5404,522993,1547800,0,
5760,Tamil Nadu,Tirunelveli,PAUL MANOJ PANDIAN,MALE,47.0,GENERAL,ADMK,336070,1203,337273,1547800,-185720,
5785,Tamil Nadu,Kanniyakumari,RADHAKRISHNAN. P,MALE,67.0,GENERAL,BJP,364598,2704,367302,1501250,-259933,
5787,Tamil Nadu,Kanniyakumari,Vasanthakumar. H,MALE,68.0,GENERAL,INC,624627,2608,627235,1501250,0,
5801,Tripura,Tripura West,Pratima Bhoumik,FEMALE,50.0,GENERAL,BJP,570021,3511,573532,1352857,0,
5805,Tripura,Tripura West,Subal Bhowmik,MALE,58.0,GENERAL,INC,266275,1568,267843,1352857,-305689,
5817,Tripura,Tripura East,Maharaj kumari Pragya DebBurman,FEMALE,50.0,ST,INC,276517,1319,277836,1261861,-204290,
5818,Tripura,Tripura East,Rebati Tripura,MALE,43.0,ST,BJP,479634,2492,482126,1261861,0,
5827,Uttar Pradesh,Saharanpur,HAJI FAZLUR REHMAN,MALE,67.0,GENERAL,BSP,513268,871,514139,1739082,0,
5828,Uttar Pradesh,Saharanpur,RAGHAV LAKHANPAL,MALE,44.0,GENERAL,BJP,489942,1780,491722,1739082,-22417,
5838,Uttar Pradesh,Kairana,Tabassum Begum,FEMALE,48.0,GENERAL,SP,474339,462,474801,1666703,-92160,
5839,Uttar Pradesh,Kairana,Pradeep Kumar,MALE,48.0,GENERAL,BJP,564380,2581,566961,1666703,0,
5852,Uttar Pradesh,Muzaffarnagar,Ajit Singh,MALE,78.0,GENERAL,RLD,565753,1501,567254,1698003,-6526,
5853,Uttar Pradesh,Muzaffarnagar,Sanjeev Kumar Balyan,MALE,46.0,GENERAL,BJP,569535,4245,573780,1698003,0,
5864,Uttar Pradesh,Bijnor,RAJA BHARATENDRA SINGH,MALE,55.0,GENERAL,BJP,488061,3043,491104,1664125,-69941,
5865,Uttar Pradesh,Bijnor,MALOOK NAGAR,MALE,53.0,GENERAL,BSP,559824,1221,561045,1664125,0,
5878,Uttar Pradesh,Nagina,GIRISH CHANDRA,MALE,55.0,SC,BSP,567195,1183,568378,1586117,0,
5879,Uttar Pradesh,Nagina,DR. YASHWANT SINGH,MALE,56.0,SC,BJP,399348,2198,401546,1586117,-166832,
5886,Uttar Pradesh,Moradabad,KUNWAR SARVESH KUMAR,MALE,67.0,GENERAL,BJP,549729,1809,551538,1958939,-97878,
5887,Uttar Pradesh,Moradabad,Dr. S.T. HASAN,MALE,60.0,GENERAL,SP,648817,599,649416,1958939,0,
5899,Uttar Pradesh,Rampur,Jayaprada Nahata,FEMALE,57.0,GENERAL,BJP,448630,550,449180,1679506,-109997,
5900,Uttar Pradesh,Rampur,Mohammad Azam Khan,MALE,64.0,GENERAL,SP,559018,159,559177,1679506,0,
5912,Uttar Pradesh,Sambhal,PARAMESHVAR LAL SAINI,MALE,64.0,GENERAL,BJP,482466,714,483180,1828764,-174826,
5913,Uttar Pradesh,Sambhal,DR. SHAFIQUR REHMAN BARQ,MALE,86.0,GENERAL,SP,657505,501,658006,1828764,0,
5924,Uttar Pradesh,Amroha,KANWAR SINGH TANWAR,MALE,58.0,GENERAL,BJP,536380,1454,537834,1646435,-63248,
5925,Uttar Pradesh,Amroha,KUNWAR DANISH ALI,MALE,43.0,GENERAL,BSP,600744,338,601082,1646435,0,
5935,Uttar Pradesh,Meerut,HAJI MOHAMMAD YAQOOB,MALE,60.0,GENERAL,BSP,580597,858,581455,1892931,-4729,
5936,Uttar Pradesh,Meerut,RAJENDRA AGARWAL,MALE,68.0,GENERAL,BJP,582976,3208,586184,1892931,0,
5947,Uttar Pradesh,Baghpat,JAYANT CHAUDHARY,MALE,40.0,GENERAL,RLD,500794,1493,502287,1616476,-23502,
5948,Uttar Pradesh,Baghpat,Dr. SATYAPAL SINGH,MALE,63.0,GENERAL,BJP,519631,6158,525789,1616476,0,
5962,Uttar Pradesh,Ghaziabad,Vijay Kumar Singh,MALE,67.0,GENERAL,BJP,942576,1927,944503,2728978,0,
5963,Uttar Pradesh,Ghaziabad,Suresh Bansal,MALE,76.0,GENERAL,SP,442615,388,443003,2728978,-501500,
5975,Uttar Pradesh,Gautam Buddha Nagar,Dr. MAHESH SHARMA,MALE,59.0,GENERAL,BJP,828164,2648,830812,2302960,0,
5976,Uttar Pradesh,Gautam Buddha Nagar,SATVEER,MALE,42.0,GENERAL,BSP,493421,469,493890,2302960,-336922,
5989,Uttar Pradesh,Bulandshahr,BHOLA SINGH,MALE,42.0,SC,BJP,677196,4125,681321,1787925,0,
5990,Uttar Pradesh,Bulandshahr,YOGESH VERMA,MALE,50.0,SC,BSP,390458,806,391264,1787925,-290057,
5998,Uttar Pradesh,Aligarh,DR. AJEET BALIYAN,MALE,51.0,GENERAL,BSP,424890,2064,426954,1887127,-229261,
6000,Uttar Pradesh,Aligarh,SATISH KUMAR GAUTAM,MALE,46.0,GENERAL,BJP,651805,4410,656215,1887127,0,
6013,Uttar Pradesh,Hathras,RAJVIR DILER,MALE,61.0,SC,BJP,679799,4500,684299,1864320,0,
6014,Uttar Pradesh,Hathras,RAMJI LAL SUMAN,MALE,68.0,SC,SP,422588,1503,424091,1864320,-260208,
6022,Uttar Pradesh,Mathura,KUNWAR NARENDRA SINGH,MALE,66.0,GENERAL,RLD,377319,503,377822,1807893,-293471,
6024,Uttar Pradesh,Mathura,HEMA MALINI,FEMALE,70.0,GENERAL,BJP,667342,3951,671293,1807893,0,
6037,Uttar Pradesh,Agra,Manoj Kumar Soni,MALE,47.0,SC,BSP,434199,1130,435329,1937690,-211546,
6038,Uttar Pradesh,Agra,Satyapal Singh Baghel,MALE,58.0,SC,BJP,644459,2416,646875,1937690,0,
6046,Uttar Pradesh,Fatehpur Sikri,RAJKUMAR CHAHAR,MALE,52.0,GENERAL,BJP,662794,4353,667147,1718837,0,
6047,Uttar Pradesh,Fatehpur Sikri,RAJ BABBAR,MALE,68.0,GENERAL,INC,170889,1193,172082,1718837,-495065,
6062,Uttar Pradesh,Firozabad,Akshay Yadav,MALE,32.0,GENERAL,SP,465686,1352,467038,1790510,-28781,
6063,Uttar Pradesh,Firozabad,Dr. Chandra Sen Jadon,MALE,68.0,GENERAL,BJP,494050,1769,495819,1790510,0,
6069,Uttar Pradesh,Mainpuri,PREM SINGH SHAKYA,MALE,60.0,GENERAL,BJP,428559,1978,430537,1723236,-94389,
6070,Uttar Pradesh,Mainpuri,MULAYAM SINGH YADAV,MALE,79.0,GENERAL,SP,523145,1781,524926,1723236,0,
6082,Uttar Pradesh,Etah,Ku. Devendra Singh Yadav,MALE,70.0,GENERAL,SP,422054,624,422678,1621295,-122670,
6083,Uttar Pradesh,Etah,Rajveer Singh (Raju Bhaiya),MALE,58.0,GENERAL,BJP,544267,1081,545348,1621295,0,
6097,Uttar Pradesh,Badaun,Dharmendra Yadav,MALE,40.0,GENERAL,SP,491959,939,492898,1891576,-18454,
6099,Uttar Pradesh,Badaun,Dr. Sanghmitra Maurya,FEMALE,34.0,GENERAL,BJP,510343,1009,511352,1891576,0,
6107,Uttar Pradesh,Aonla,DHARMENDRA KASHYAP,MALE,50.0,GENERAL,BJP,536377,1298,537675,1785605,0,
6108,Uttar Pradesh,Aonla,RUCHIVIRA,FEMALE,57.0,GENERAL,BSP,423100,832,423932,1785605,-113743,
6123,Uttar Pradesh,Bareilly,BHAGWAT SARAN GANGWAR,MALE,63.0,GENERAL,SP,397403,585,397988,1797655,-167282,
6125,Uttar Pradesh,Bareilly,SANTOSH KUMAR GANGWAR,MALE,70.0,GENERAL,BJP,563533,1737,565270,1797655,0,
6139,Uttar Pradesh,Pilibhit,Feroze Varun Gandhi,MALE,39.0,GENERAL,BJP,702755,1794,704549,1761207,0,
6140,Uttar Pradesh,Pilibhit,Hemraj Verma,MALE,43.0,GENERAL,SP,447140,1782,448922,1761207,-255627,
6153,Uttar Pradesh,Shahjahanpur,Amar Chandra Jauhar,MALE,48.0,SC,BSP,417337,3235,420572,2114201,-268418,
6154,Uttar Pradesh,Shahjahanpur,Arun Kumar Sagar,MALE,42.0,SC,BJP,686352,2638,688990,2114201,0,
6168,Uttar Pradesh,Kheri,Ajay Kumar,MALE,60.0,GENERAL,BJP,609285,304,609589,1770699,0,
6170,Uttar Pradesh,Kheri,Dr. Purvi Verma,FEMALE,29.0,GENERAL,SP,390665,117,390782,1770699,-218807,
6184,Uttar Pradesh,Dhaurahra,ARSHAD ILIYAS SIDDIQUI,MALE,63.0,GENERAL,BSP,352093,201,352294,1644674,-160611,
6186,Uttar Pradesh,Dhaurahra,REKHA VERMA,FEMALE,45.0,GENERAL,BJP,512582,323,512905,1644674,0,
6194,Uttar Pradesh,Sitapur,Nakul Dubey,MALE,53.0,GENERAL,BSP,413173,522,413695,1666126,-100833,
6195,Uttar Pradesh,Sitapur,Rajesh Verma,MALE,58.0,GENERAL,BJP,513984,544,514528,1666126,0,
6206,Uttar Pradesh,Hardoi,Usha Verma,FEMALE,55.0,SC,SP,434459,1210,435669,1807119,-132474,
6207,Uttar Pradesh,Hardoi,Jai Prakash,MALE,61.0,SC,BJP,567244,899,568143,1807119,0,
6218,Uttar Pradesh,Misrikh,Ashok Kumar Rawat,MALE,52.0,SC,BJP,533562,867,534429,1796932,0,
6219,Uttar Pradesh,Misrikh,Dr Neelu Satyarthi,FEMALE,44.0,SC,BSP,433110,647,433757,1796932,-100672,
6233,Uttar Pradesh,Unnao,Arun Shanker Shukla,MALE,61.0,GENERAL,SP,302263,288,302551,2191465,-400956,
6234,Uttar Pradesh,Unnao,Swami Sakshi Ji Maharaj,MALE,63.0,GENERAL,BJP,702441,1066,703507,2191465,0,
6242,Uttar Pradesh,Mohanlalganj,Kaushal Kishore,MALE,59.0,SC,BJP,627223,2776,629999,2023431,0,
6244,Uttar Pradesh,Mohanlalganj,C. L. Verma,MALE,49.0,SC,BSP,537448,2347,539795,2023431,-90204,
6255,Uttar Pradesh,Lucknow,Poonam Shatrughan Sinha,FEMALE,68.0,GENERAL,SP,282858,2866,285724,2040367,-347302,
6257,Uttar Pradesh,Lucknow,Rajnath Singh,MALE,67.0,GENERAL,BJP,627881,5145,633026,2040367,0,
6271,Uttar Pradesh,Rae Bareli,DINESH PRATAP SINGH,MALE,51.0,GENERAL,BJP,365839,1901,367740,1702248,-167178,
6272,Uttar Pradesh,Rae Bareli,SONIA GANDHI,FEMALE,72.0,GENERAL,INC,533687,1231,534918,1702248,0,
6287,Uttar Pradesh,Amethi,Rahul Gandhi,MALE,48.0,GENERAL,INC,412867,527,413394,1743515,-55120,
6288,Uttar Pradesh,Amethi,Smriti Irani,FEMALE,43.0,GENERAL,BJP,467598,916,468514,1743515,0,
6315,Uttar Pradesh,Sultanpur,"CHANDRA BHADRA SINGH ""SSONU""",MALE,43.0,GENERAL,BSP,444422,248,444670,1775196,-14526,
6316,Uttar Pradesh,Sultanpur,MANEKA SANJAI GANDHI,FEMALE,62.0,GENERAL,BJP,458281,915,459196,1775196,0,
6331,Uttar Pradesh,Pratapgarh,ASHOK TRIPATHI,MALE,45.0,GENERAL,BSP,316633,1906,318539,1708759,-117752,
6333,Uttar Pradesh,Pratapgarh,SANGAM LAL GUPTA,MALE,48.0,GENERAL,BJP,434222,2069,436291,1708759,0,
6340,Uttar Pradesh,Farrukhabad,Manoj Agarwal,MALE,54.0,GENERAL,BSP,347714,464,348178,1708585,-221702,
6341,Uttar Pradesh,Farrukhabad,Mukesh Rajput,MALE,50.0,GENERAL,BJP,567930,1950,569880,1708585,0,
6351,Uttar Pradesh,Etawah,KAMLESH KUMAR,MALE,35.0,SC,SP,455957,1725,457682,1757984,-64437,
6352,Uttar Pradesh,Etawah,Dr RAM SHANKAR KATHERIA,MALE,54.0,SC,BJP,519674,2445,522119,1757984,0,
6364,Uttar Pradesh,Kannauj,DIMPLE YADAV,FEMALE,41.0,GENERAL,SP,549200,1534,550734,1874824,-12353,
6365,Uttar Pradesh,Kannauj,SUBRAT PATHAK,MALE,39.0,GENERAL,BJP,561286,1801,563087,1874824,0,
6376,Uttar Pradesh,Kanpur,Sriprakash Jaiswal,MALE,74.0,GENERAL,INC,311409,1594,313003,1632983,-155934,
6377,Uttar Pradesh,Kanpur,Satyadev Pachauri,MALE,71.0,GENERAL,BJP,466442,2495,468937,1632983,0,
6390,Uttar Pradesh,Akbarpur,Devendra Singh 'Bhole',MALE,64.0,GENERAL,BJP,577603,3679,581282,1766121,0,
6391,Uttar Pradesh,Akbarpur,Nisha Sachan,FEMALE,46.0,GENERAL,BSP,304553,1587,306140,1766121,-275142,
6405,Uttar Pradesh,Jalaun,AJAY SINGH (PANKAJ),MALE,46.0,SC,BSP,422476,910,423386,1933358,-158377,
6407,Uttar Pradesh,Jalaun,BHANU PRATAP SINGH VERMA,MALE,60.0,SC,BJP,579723,2040,581763,1933358,0,
6411,Uttar Pradesh,Jhansi,Anurag Sharma,MALE,54.0,GENERAL,BJP,808371,901,809272,2040739,0,
6412,Uttar Pradesh,Jhansi,Shyam Sundar Singh,MALE,59.0,GENERAL,SP,443090,499,443589,2040739,-365683,
6423,Uttar Pradesh,Hamirpur,DILIP KUMAR SINGH,MALE,42.0,GENERAL,BSP,325803,667,326470,1749100,-248652,
6424,Uttar Pradesh,Hamirpur,KUNWAR PUSHPENDRA SINGH CHANDEL,MALE,45.0,GENERAL,BJP,574101,1021,575122,1749100,0,
6440,Uttar Pradesh,Banda,SHYAMA CHARAN GUPTA,MALE,74.0,GENERAL,SP,418647,341,418988,1702024,-58938,
6441,Uttar Pradesh,Banda,R.K. SINGH PATEL,MALE,59.0,GENERAL,BJP,477100,826,477926,1702024,0,
6447,Uttar Pradesh,Fatehpur,NIRANJAN JYOTI,FEMALE,52.0,GENERAL,BJP,563715,2325,566040,1839312,0,
6449,Uttar Pradesh,Fatehpur,SUKHDEV PRASAD VERMA,MALE,62.0,GENERAL,BSP,366167,1668,367835,1839312,-198205,
6458,Uttar Pradesh,Kaushambi,INDRAJEET SAROJ,MALE,57.0,SC,SP,343274,1013,344287,1787120,-38722,
6460,Uttar Pradesh,Kaushambi,VINOD KUMAR SONKAR,MALE,49.0,SC,BJP,381517,1492,383009,1787120,0,
6471,Uttar Pradesh,Phulpur,Keshari Devi Patel,FEMALE,62.0,GENERAL,BJP,542398,2303,544701,2010477,0,
6472,Uttar Pradesh,Phulpur,Pandhari Yadav,MALE,58.0,GENERAL,SP,371318,1415,372733,2010477,-171968,
6488,Uttar Pradesh,Allahabad,Rajendra Singh Patel,MALE,63.0,GENERAL,SP,309328,851,310179,1716160,-184275,
6489,Uttar Pradesh,Allahabad,Rita Bahuguna Joshi,FEMALE,69.0,GENERAL,BJP,493204,1250,494454,1716160,0,
6501,Uttar Pradesh,Barabanki,Upendra Singh Rawat,MALE,51.0,SC,BJP,535594,323,535917,1816830,0,
6503,Uttar Pradesh,Barabanki,Ram Sagar Rawat,MALE,68.0,SC,SP,425624,153,425777,1816830,-110140,
6515,Uttar Pradesh,Faizabad,ANAND SEN,MALE,55.0,GENERAL,SP,463187,357,463544,1821785,-65477,
6517,Uttar Pradesh,Faizabad,LALLU SINGH,MALE,64.0,GENERAL,BJP,528113,908,529021,1821785,0,
6529,Uttar Pradesh,Ambedkar Nagar,Mukut Bihari,MALE,71.0,GENERAL,BJP,467287,951,468238,1785657,-95880,
6530,Uttar Pradesh,Ambedkar Nagar,Ritesh Pandey,MALE,38.0,GENERAL,BSP,563445,673,564118,1785657,0,
6541,Uttar Pradesh,Bahraich,AKSHAIBAR LAL,MALE,73.0,SC,BJP,525512,470,525982,1729908,0,
6542,Uttar Pradesh,Bahraich,SHABBIR BALMIKI,MALE,60.0,SC,SP,396843,387,397230,1729908,-128752,
6552,Uttar Pradesh,Kaiserganj,Chandradev Ram Yadav,MALE,66.0,GENERAL,BSP,319418,339,319757,1805946,-261601,
6553,Uttar Pradesh,Kaiserganj,Brijbhusan Sharan Singh,MALE,62.0,GENERAL,BJP,580226,1132,581358,1805946,0,
6565,Uttar Pradesh,Shrawasti,DADDAN MISHRA,MALE,52.0,GENERAL,BJP,436228,223,436451,1914739,-5320,
6568,Uttar Pradesh,Shrawasti,RAM SHIROMANI,MALE,49.0,GENERAL,BSP,441505,266,441771,1914739,0,
6576,Uttar Pradesh,Gonda,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,MALE,53.0,GENERAL,BJP,507276,914,508190,1770248,0,
6578,Uttar Pradesh,Gonda,VINOD KUMAR ALIAS PANDIT SINGH,MALE,52.0,GENERAL,SP,341179,651,341830,1770248,-166360,
6592,Uttar Pradesh,Domariyaganj,AFTAB ALAM,MALE,37.0,GENERAL,BSP,386901,31,386932,1885433,-105321,
6594,Uttar Pradesh,Domariyaganj,JAGDAMBIKA PAL,MALE,68.0,GENERAL,BJP,492145,108,492253,1885433,0,
6604,Uttar Pradesh,Basti,RAM PRASAD CHAUDHARY,MALE,65.0,GENERAL,BSP,437641,3167,440808,1845223,-30354,
6605,Uttar Pradesh,Basti,HARISH CHANDRA ALIAS HARISH DWIVEDI,MALE,45.0,GENERAL,BJP,469214,1948,471162,1845223,0,
6615,Uttar Pradesh,Sant Kabir Nagar,PRAVEEN KUMAR NISHAD,MALE,30.0,ST,BJP,466167,1376,467543,1962903,0,
6617,Uttar Pradesh,Sant Kabir Nagar,BHEESHMA SHANKAR,MALE,54.0,GENERAL,BSP,430899,895,431794,1962903,-35749,
