,state,pc_name,candidate,sex,age,category,party,general_votes,postal_votes,total_votes_x,total_electors,margin,margin_difference,votes,total_votes_y,votes_share
517,Lakshadweep,Lakshadweep,MOHAMMED FAIZAL PP,MALE,43.0,ST,NCP,22796,55,22851,55189,0,,22851,47009,48.609840668808104
518,Mizoram,MIZORAM,C LALROSANGA,MALE,62.0,ST,MNF,223509,777,224286,792464,0,,224286,499621,44.891227550483265
519,Kerala,Malappuram,P.K. Kunhalikutty,MALE,67.0,GENERAL,IUML,589153,720,589873,1370544,0,,1111697,20385216,5.453447243335562
520,Kerala,Ponnani,E. T. Mohammed Basheer,MALE,72.0,GENERAL,IUML,521438,386,521824,1356803,0,,1111697,20385216,5.453447243335562
521,Karnataka,Mandya,SUMALATHA AMBAREESH,FEMALE,55.0,GENERAL,IND,702167,1493,703660,1712004,0,,1367841,35138682,3.89269295871712
522,Uttar Pradesh,Mirzapur,Anupriya Singh Patel,FEMALE,37.0,GENERAL,ADAL,590867,697,591564,1845150,0,,1039478,86481398,1.201967155988852
523,Uttar Pradesh,Robertsganj,PAKAURI LAL KOL,MALE,66.0,SC,ADAL,447691,223,447914,1723538,0,,1039478,86481398,1.201967155988852
524,Nagaland,Nagaland,Tokheho Yepthomi,MALE,62.0,ST,NDPP,499683,827,500510,1213777,0,,500510,1006357,49.73483564977438
525,Tamil Nadu,Nagapattinam ,SELVARAJ M,MALE,63.0,SC,CPI,519596,3296,522892,1303649,0,,1031617,43392884,2.3773874997568725
526,Tamil Nadu,Tiruppur,"SUBBARAYAN, K.",MALE,71.0,GENERAL,CPI,505793,2932,508725,1530014,0,,1031617,43392884,2.3773874997568725
527,Rajasthan,Nagaur,HANUMAN BENIWAL,MALE,47.0,GENERAL,RLTP,655496,4555,660051,1933169,0,,660051,32441064,2.0346157573623356
528,Goa,North Goa,SHRIPAD YESSO NAIK,MALE,66.0,GENERAL,BJP,244034,810,244844,556761,0,,436650,853203,51.17773847489988
529,Manipur,Outer manipur,Lorho S. Pfoze,MALE,59.0,ST,NPF,362707,820,363527,1022099,0,,363527,1617330,22.476983670617624
530,Puducherry,Puducherry,Ve. VAITHILINGAM,MALE,68.0,GENERAL,INC,444646,335,444981,973410,0,,444981,790760,56.27257322069907
531,Uttar Pradesh,Rae Bareli,SONIA GANDHI,FEMALE,72.0,GENERAL,INC,533687,1231,534918,1702248,0,,5457352,86481398,6.310434528359497
532,Jharkhand,Rajmahal,VIJAY KUMAR HANSDAK,MALE,36.0,ST,JMM,506589,1241,507830,1454436,0,,1722635,14961958,11.51343293437931
533,Tamil Nadu,Ramanathapuram,K. NAVASKANI,MALE,39.0,GENERAL,IUML,467585,2358,469943,1559740,0,,469943,43392884,1.0829955436932932
534,Punjab,Sangrur,BHAGWANT MANN,MALE,45.0,GENERAL,AAAP,412201,1360,413561,1529431,0,,1015773,13765432,7.379158169536561
535,Meghalaya,Shillong,VINCENT H. PALA,MALE,51.0,ST,INC,419212,477,419689,1197806,0,,660114,1367231,48.28108783373109
536,Sikkim,Sikkim,INDRA HANG SUBBA,MALE,30.0,GENERAL,SKM,161143,5779,166922,434128,0,,166922,351746,47.45526601581823
537,Jharkhand,Singhbhum,GEETA KORA,FEMALE,35.0,ST,INC,431545,270,431815,1269917,0,,2338466,14961958,15.629411605085378
538,Goa,South Goa,COSME FRANCISCO CAITANO SARDINHA,MALE,73.0,GENERAL,INC,201279,282,201561,579352,0,,366158,853203,42.915695326903446
539,Tamil Nadu,Theni ,"RAVEENDRANATH KUMAR, P",MALE,39.0,GENERAL,ADMK,503459,1354,504813,1561040,0,,8307345,43392884,19.144486916334024
540,Tripura,Tripura East,Rebati Tripura,MALE,43.0,ST,BJP,479634,2492,482126,1261861,0,,1055658,2153172,49.02803863323506
541,Tripura,Tripura West,Pratima Bhoumik,FEMALE,50.0,GENERAL,BJP,570021,3511,573532,1352857,0,,1055658,2153172,49.02803863323506
542,Meghalaya,Tura ,AGATHA K. SANGMA,FEMALE,38.0,ST,NPEP,304185,270,304455,716990,0,,304455,1367231,22.268000067289286
