,state,party,votes,total_votes_statewise,split_votes_perc
376,Haryana,JJJKP,1243,12681536,0.009801651787291381
377,Haryana,JNJP,619970,12681536,4.888761109064391
378,Haryana,LPSP,478,12681536,0.003769259496641417
379,Haryana,LTSP,55280,12681536,0.4359093409504969
380,Haryana,MYSP,605,12681536,0.004770715471690496
381,Haryana,NNMP,985,12681536,0.007767197916719236
382,Haryana,NOTA,41781,12681536,0.3294632448309101
383,Haryana,PPID,10849,12681536,0.08554957380557056
384,Haryana,PSPL,8094,12681536,0.06382507607911218
385,Haryana,RABSP,1777,12681536,0.014012498170568613
386,Haryana,RASAP,527,12681536,0.004155648022447754
387,Haryana,RGD,774,12681536,0.006103361611716436
388,Haryana,RJAVP,535,12681536,0.004218731863395727
389,Haryana,RMEP,509,12681536,0.004013709380314813
390,Haryana,RMPOI,1851,12681536,0.014596023699337367
391,Haryana,RPI,443,12681536,0.003493267692494032
392,Haryana,RPI(A),2128,12681536,0.016780301692160948
393,Haryana,RPIE,463,12681536,0.0036509772948639663
394,Haryana,RRP,1868,12681536,0.014730076861351811
395,Haryana,RVP,477,12681536,0.00376137401652292
396,Haryana,RaNP,658,12681536,0.0051886459179708196
397,Haryana,RasLP,9005,12681536,0.07100874846706266
398,Haryana,SHS,6761,12681536,0.0533137310811561
399,Haryana,SNP,5027,12681536,0.039640308555682846
400,Haryana,SPAKP,770,12681536,0.006071819691242449
401,Haryana,SUCI(C),5760,12681536,0.045420365482540914
402,Haryana,ToP,330,12681536,0.002602208439103907
403,Haryana,VoP,2478,12681536,0.01954021973363479
404,Himachal Pradesh,AIFB,7097,3850732,0.1843026209042852
405,Himachal Pradesh,APoI,1872,3850732,0.04861413362446413
406,Himachal Pradesh,BJP,2661281,3850732,69.11104174479034
407,Himachal Pradesh,BMUP,473,3850732,0.012283378848489067
408,Himachal Pradesh,BSCP,751,3850732,0.019502785444429786
409,Himachal Pradesh,BSP,32780,3850732,0.8512667201976144
410,Himachal Pradesh,CPIM,14838,3850732,0.3853293347862172
411,Himachal Pradesh,HIMJKP,970,3850732,0.025190015820368696
412,Himachal Pradesh,INC,1051113,3850732,27.29644649380949
413,Himachal Pradesh,IND,35710,3850732,0.9273561494282125
414,Himachal Pradesh,NED,2371,3850732,0.06157270877329297
415,Himachal Pradesh,NOTA,33008,3850732,0.8571876723698248
416,Himachal Pradesh,PPID,511,3850732,0.013270204210524128
417,Himachal Pradesh,RADM,3799,3850732,0.09865656711503164
418,Himachal Pradesh,SWAP,1839,3850732,0.0477571537048021
419,Himachal Pradesh,SatBP,2319,3850732,0.060222316172613415
420,Jammu & Kashmir,AIFB,3866,3552622,0.10882103415449208
421,Jammu & Kashmir,BJP,1648041,3552622,46.38942730186324
422,Jammu & Kashmir,BSP,30877,3552622,0.8691327138096876
423,Jammu & Kashmir,DSSP,26588,3552622,0.748404980884541
424,Jammu & Kashmir,HND,1281,3552622,0.036057875000492595
425,Jammu & Kashmir,INC,1011527,3552622,28.472688622656733
426,Jammu & Kashmir,IND,226239,3552622,6.368226059513226
427,Jammu & Kashmir,INDPP,1723,3552622,0.048499390027984965
428,Jammu & Kashmir,JD(U),1250,3552622,0.03518528005512549
429,Jammu & Kashmir,JKN,280356,3552622,7.891523500107808
430,Jammu & Kashmir,JKNPP,34044,3552622,0.9582781393573535
431,Jammu & Kashmir,JKPDP,84054,3552622,2.365970823802814
432,Jammu & Kashmir,JKPPAP,1612,3552622,0.04537493715908982
433,Jammu & Kashmir,JPC,133612,3552622,3.760940510980341
434,Jammu & Kashmir,MaNPa,2184,3552622,0.06147572131231524
435,Jammu & Kashmir,NOTA,21739,3552622,0.6119142424946983
436,Jammu & Kashmir,NRCP,2776,3552622,0.07813946994642267
437,Jammu & Kashmir,PDP,36700,3552622,1.0330398224184842
438,Jammu & Kashmir,PSPL,217,3552622,0.006108164617569784
439,Jammu & Kashmir,RaJPa,506,3552622,0.014243001366314796
440,Jammu & Kashmir,SHS,3430,3552622,0.09654840847126432
441,Jharkhand,AAM,2627,14961958,0.017557862413462196
442,Jharkhand,ABHM,3845,14961958,0.025698508176536787
443,Jharkhand,AHNP,9786,14961958,0.06540587802746138
444,Jharkhand,AIFB,15683,14961958,0.10481916872109921
445,Jharkhand,AITC,72070,14961958,0.48168829240130207
